n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2306T2221233Y,4,3,4,22,6,7,6,136.8,3.8,100.0,14217.5,32700.3,2796.1,-1,3
2331T1823980Y,4,2,4,7,6,7,6,114.6,3.2,100.0,54522.0,125400.6,15815.0,-1,3
2172T1026379M,2,2,5,26,6,7,6,432.1,12.0,169.6,1377.0,3167.1,342.7,1988,5
2391T1243782Y,4,2,4,9,6,7,6,402.9,11.2,100.0,17273.7,39729.4,2565.7,1976,6
2326T2274060N,4,2,4,9,6,7,6,433.9,12.1,100.0,8300.0,19090.0,1537.0,2010,6
2253T1914396H,3,2,0,16,7,7,2,55.0,4.0,1826.0,59927.9,55.599999999999994,7000.1,1948,2
2260T0969985B,3,2,4,16,6,5,6,104.8,22.7,100.0,8644.5,8644.5,276.70000000000005,-1,2
2495T0340226Z,5,2,4,26,6,7,6,88.1,2.5,100.0,3201.0,7362.3,929.0,-1,2
2175T0800897F,1,2,4,5,6,4,6,226.9,33.0,100.0,21899.5,28499.6,6353.0,1947,4
2375T3406141Z,5,3,4,22,6,7,6,395.5,11.0,100.0,3452.0,7939.6,1001.0,-1,6
2321T2007121L,5,2,4,22,6,7,6,164.9,4.6,220.7,15822.0,36390.6,2585.8,2002,3
2313T3843292C,5,2,4,22,6,7,6,125.3,3.5,100.0,47475.0,109192.5,12570.0,-1,3
2284T2866981J,4,2,4,25,6,7,6,120.7,3.4,100.0,4660.0,10718.0,558.7,-1,3
2187T0791134E,1,2,5,25,7,7,2,203.5,5.7,57.0,4202.0,9664.6,759.7,2000,4
2339T3860536I,5,2,0,25,7,7,2,233.0,6.0,264.0,26818.0,233.6,1609.1,1983,4
2391T0795281X,4,2,0,25,7,7,2,122.0,10.0,64.0,4685.5,122.80000000000001,655.8,1990,3
2274T0743285J,3,2,4,17,6,7,6,153.0,25.2,100.0,50457.3,70675.4,4956.3,1947,3
2213T2529630P,4,2,4,9,6,7,6,216.9,6.0,100.0,7147.5,16439.3,929.3,2014,4
2372T2783485O,5,0,0,20,5,7,6,115.2,4.3,100.0,440423.39999999997,811091.9000000001,53086.299999999996,-1,3
2338T1321054X,4,2,0,8,6,7,6,438.5,12.2,100.0,1709795.0,3932528.5,203723.0,-1,6
2167T1046142K,3,2,0,25,7,7,2,156.0,4.0,130.0,8875.0,157.0,0.0,2012,3
2364T0009598H,4,2,5,25,6,7,6,133.8,3.7,972.0,61259.0,140895.7,9850.7,2020,3
2231T0262642L,3,2,4,26,6,7,6,72.9,2.0,100.0,2625.0,6037.5,275.0,1948,2
2217T0613205C,3,2,4,9,6,3,6,248.4,54.3,672.0,150449.4,171692.7,8576.0,1983,5
2278T0115509H,3,2,4,22,6,7,6,324.1,9.0,100.0,40296.3,92681.6,9118.7,1947,4
2394T0909904P,4,2,5,25,6,7,6,180.3,12.9,327.0,65891.5,117914.3,8374.699999999999,1985,4
2134T0623090X,1,4,4,4,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2314T3095752P,5,2,4,13,6,7,6,121.1,11.0,100.0,169184.8,275632.7,41869.0,-1,3
2274T0599679B,3,2,4,7,6,7,6,288.5,8.0,100.0,7036.5,16184.0,2041.0,1989,5
2206T2744666Y,4,3,5,25,6,7,6,231.9,6.5,261.8,26390.0,60697.0,4275.5,1900,4
2355T4533662K,5,2,4,9,6,7,6,398.4,11.1,102.8,53433.0,122895.90000000001,8599.4,1973,6
2267T2839667E,4,2,4,26,6,4,6,205.5,34.7,100.0,65282.1,78118.3,18938.0,-1,3
2368T3176726B,5,2,4,9,6,3,6,162.1,29.8,100.0,10025.6,12588.400000000001,1724.0,2004,3
2316T3795014J,5,2,4,9,6,7,6,111.4,4.1,20.4,2174.0,5000.2,302.0,1970,3
2257T2325388V,4,2,4,22,6,7,6,168.8,12.8,100.0,1008004.2,1764316.9,216163.0,-1,3
2334T4189826D,5,2,4,9,6,7,6,795.9,22.1,100.0,33879.0,77921.7,6927.0,-1,7
2283T0930817M,3,2,5,25,7,7,2,83.6,2.3,95.0,3455.0,7946.5,646.3,1900,2
2271T1854036L,3,2,4,22,6,7,6,163.9,4.6,100.0,8947.0,20578.1,2595.0,-1,3
2387T4488144Y,5,2,5,25,7,7,2,77.1,2.1,159.1,5337.0,12275.1,933.8,1900,2
2377T0330122Q,4,3,5,25,4,7,2,74.1,6.7,1452.0,66063.2,107570.9,7621.1,1980,2
2274T1303878Q,3,2,4,26,6,7,6,120.0,3.3,100.0,12857.0,29571.1,3729.0,2018,3
2275T0131385U,3,2,4,7,6,7,0,286.4,8.0,100.0,10000.0,23000.0,1546.0,1947,5
2264T2997978Y,4,2,4,9,6,7,6,1436.8,40.0,100.0,321324.0,739045.2,64496.0,-1,7
2106T0998600N,2,2,5,26,6,7,6,1289.4,35.9,28.7,15788.0,36312.4,2580.3,1997,7
2378T3655796F,5,2,4,25,6,7,6,283.8,7.9,100.0,19000.0,43700.0,4370.0,2000,5
2239T0244949G,2,2,5,25,6,7,6,1488.1,41.4,126.2,6802.0,15644.6,1164.3,1949,7
2150T0551604B,0,2,4,10,6,7,6,609.4,17.0,100.0,70241.0,161554.3,20375.0,2006,7
2363T0267919R,4,2,0,22,7,7,2,114.0,3.0,313.0,15620.0,114.8,2655.4,2001,3
2227T3052161M,4,3,4,9,6,7,6,282.0,7.8,100.0,6667.5,15335.3,806.0,-1,5
2393T4117957F,5,2,4,25,6,4,6,187.0,29.4,100.0,816185.5,1017471.0,85519.0,-1,4
2217T1882388V,3,2,4,25,6,7,6,515.8,14.4,100.0,9866.7,22693.3,2862.0,-1,4
2277T2887615S,4,2,5,25,6,7,6,122.4,3.4,2490.0,132476.0,304694.8,21237.6,2006,3
2292T0791443H,3,2,4,22,6,7,6,52.5,1.5,100.0,90000.0,207000.0,8600.0,1948,2
2121T0202453B,0,6,4,8,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2206T1972942G,3,0,5,25,7,7,2,69.1,1.9,2617.0,60159.6,138367.1,9647.9,2022,2
2286T0543476W,3,2,4,26,6,7,6,117.3,3.3,100.0,109150.0,251045.0,39749.0,1948,3
2339T3616771T,5,3,4,9,6,7,6,110.5,3.1,100.0,2510.3,5773.8,463.7,-1,3
2301T4161751B,5,2,4,11,6,2,6,301.1,54.0,100.0,264709.2,364273.10000000003,37443.5,-1,5
2375T3024199X,5,2,5,25,6,7,6,425.7,11.8,8234.6,3048129.0,7010696.699999999,487421.30000000005,1991,4
2383T3193563F,5,2,4,22,6,7,6,257.7,7.2,100.0,16640.0,38272.0,4827.0,-1,4
2195T0080099Z,0,6,4,16,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2129T0343346I,0,2,5,25,6,7,6,225.8,8.2,88.7,8705.0,20021.5,2448.4,1985,4
2269T2303664T,4,3,4,26,6,7,6,204.5,5.7,100.0,11931.0,27441.3,3461.0,-1,3
2394T2793602N,5,3,4,9,6,7,6,21.3,0.6,100.0,366.0,841.8,106.0,-1,1
2360T4114477C,5,2,5,25,7,7,2,128.8,3.6,788.0,44128.0,101494.4,7111.6,2000,3
2145T0536777P,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2305T2362861D,5,2,4,26,6,7,6,207.8,5.8,100.0,5000.0,11500.0,1450.0,-1,3
2254T2881146A,4,2,0,22,4,4,2,266.0,41.0,246.9,52561.4,266.2,10457.7,1948,4
2242T0261754S,3,2,4,20,6,7,6,57.7,1.6,100.0,2166.5,4982.9,599.0,2013,2
2162T0327742L,0,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2391T2818794I,5,2,5,26,6,7,3,423.0,12.0,168.0,92742.0,213309.0,14190.0,2013,5
2169T0963251J,2,2,4,25,6,7,6,1925.7,53.6,100.0,282744.0,650311.2,16964.6,1983,7
2275T0186932F,2,2,5,9,6,7,6,272.7,7.6,250.0,56822.0,130690.6,16478.0,1949,5
2227T3087048H,4,2,5,25,6,7,6,1256.8,35.0,374.0,204368.0,470046.4,32732.4,1950,7
2177T0736844S,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2338T2565980R,5,3,5,10,6,7,3,899.0,25.0,103.6,121509.0,279471.0,19596.0,2020,7
2175T0034548G,0,6,0,7,6,7,6,493.1,36.7,100.0,19584.2,34538.1,1908.7,1947,6
2144T0534829Q,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2001,1
2308T0040654P,4,2,4,26,6,7,6,746.9,20.8,100.0,162133.3,372906.7,47030.0,-1,6
2313T0000055H,4,2,4,9,6,4,6,6.5,1.1,100.0,1241.5,1241.5,118.0,-1,1
2338T2647749Q,4,3,4,20,6,7,6,172.8,4.8,100.0,14211.0,32685.3,4122.0,2004,3
2472T0039875D,5,2,4,22,6,7,6,196.6,18.1,100.0,18373.0,29780.5,5329.0,-1,3
2431T0013086F,5,2,4,9,6,7,6,190.2,5.3,100.0,9453.0,21741.9,1819.7,-1,4
2364T1141157U,5,0,5,25,7,7,5,176.5,4.9,165.9,10163.1,23375.199999999997,1674.2,2023,4
2475T0258275G,5,3,4,9,6,7,6,103.5,2.9,100.0,10000.0,23000.0,1000.0,-1,3
2259T0167390Z,3,2,4,20,6,4,6,132.8,30.2,100.0,44182.0,44182.0,3297.0,1995,3
2224T1993445N,4,2,4,7,6,7,6,218.1,6.1,100.0,1721.0,3958.3,402.3,-1,4
2317T1030219D,4,2,4,7,6,7,0,104.2,2.9,100.0,3140.0,7222.0,911.0,-1,3
2368T2969418R,5,2,1,20,6,7,6,692.2,109.7,20110.0,11037857.0,19207036.2,872845.4,1995,5
2362T0046435A,4,2,4,26,6,7,6,333.4,24.1,100.0,4581410.5,8171806.4,1328929.0,-1,4
2275T2017969S,4,2,4,9,6,7,6,1075.6,29.9,100.0,16260.0,37398.0,4717.0,-1,7
2366T3588253Y,5,2,4,22,6,7,6,178.3,9.8,100.0,37856.4,74027.59999999999,9187.0,-1,3
2257T2745299G,4,0,0,25,7,7,2,209.0,6.0,169.5,14538.2,197.29999999999998,2377.0,2022,3
2188T0554566L,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2276T0303079L,2,2,4,9,6,7,6,154.4,4.3,149.0,30003.899999999998,69008.70000000001,4853.4,1994,3
2169T0773846O,1,4,4,20,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2395T1989449P,4,2,4,9,6,7,6,249.1,6.9,100.0,7786.0,17907.8,2258485.0,-1,4
2168T0281859Y,0,2,4,7,6,7,6,262.5,7.3,100.0,10766.7,24763.3,1184.3,2006,4
2113T0718202G,1,2,4,9,7,7,2,239.7,6.7,100.0,8394.0,19306.2,1374.0,2012,4
2206T0542421F,3,2,4,22,6,7,6,221.6,6.2,56.7,5459.0,12555.7,953.0,1948,4
2283T0122158F,2,2,5,20,7,7,2,12.0,1.0,20.9,318.0,732.0,93.0,1982,1
2356T1532565Q,4,3,5,20,7,7,2,200.0,6.0,46.2,12051.0,27714.0,2196.0,1949,3
2242T0357082E,3,2,4,9,6,7,6,134.1,3.7,100.0,2241.5,5155.5,443.4,2001,3
2295T1162630V,3,2,4,20,6,7,6,328.3,9.1,100.0,6615.0,15214.5,1919.0,-1,4
2257T2310267G,4,2,4,9,6,7,6,537.5,30.0,100.0,351038.5,682877.8,41486.0,2005,7
2142T0985178R,2,2,4,9,6,4,6,232.2,33.0,100.0,225544.8,296935.6,23550.0,1989,4
2406T0451694U,5,3,5,25,6,7,6,187.4,5.2,33.0,2690.0,6187.0,530.2,1970,4
2295T2788526H,4,2,5,25,6,7,6,264.8,46.7,724.0,205973.0,287837.9,19354.3,1990,4
2393T3657541X,5,2,5,25,6,7,6,73.4,2.0,1090.1,104352.0,240009.59999999998,16740.9,2018,2
2268T2566350A,4,3,4,9,7,7,2,389.1,10.8,100.0,17884.0,41133.2,5988.0,-1,6
2113T0402315T,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2212T0562624M,2,2,0,25,4,7,2,296.0,33.0,913.0,183319.8,296.4,17277.0,1945,5
2233T1605040F,3,2,4,25,6,7,6,48.2,1.3,100.0,162986.0,374867.8,47277.0,-1,2
2133T0100721T,0,6,0,7,6,4,6,136.6,18.0,100.0,27941.9,38341.9,10176.0,1947,3
2313T2674268Q,5,2,2,26,6,7,6,121.5,3.4,100.0,264856.7,609170.3,76827.0,-1,3
2169T0918312Y,2,2,4,25,6,7,6,36.6,1.0,100.0,6895.0,15858.5,2000.0,1948,2
2213T0845436X,3,2,4,22,6,7,0,330.7,9.2,100.0,15049.7,34614.2,4365.3,1978,5
2229T2159187K,4,2,4,7,6,7,6,449.7,15.7,100.0,714107.6,1582940.5,100771.0,1993,4
2229T0564970J,2,2,5,25,6,7,1,263.7,12.4,862.0,122461.5,250071.5,24704.2,1994,3
2375T1543035B,4,3,5,25,7,7,2,205.0,6.0,64.8,17001.0,39099.0,2958.0,1949,4
2240T2714439R,4,3,4,9,6,7,4,223.3,6.2,100.0,2500.0,5750.0,258.9,-1,4
2167T1032402Y,2,2,5,25,6,4,6,141.3,25.0,4855.0,1370394.7,1370394.7,84886.1,1979,3
2177T0337045V,0,6,0,5,7,7,2,101.0,3.0,148.5,6545.0,101.4,1351.5,2002,2
2293T1322577O,3,2,4,22,6,3,6,94.2,25.6,100.0,6170.6,6170.6,748.0,1978,2
2333T1386556A,4,3,4,10,6,7,6,488.6,13.6,100.0,22261.7,51201.8,3564.0,-1,6
2129T0748447D,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2221T0400344H,3,2,5,26,0,7,2,45.3,1.3,504.9,26402.0,42186.600000000006,2836.1,2007,1
2251T2445627E,4,2,4,16,6,4,6,167.2,23.6,100.0,206024.40000000002,272281.0,15006.7,-1,3
2278T1622370M,3,2,5,25,6,7,6,382.9,43.7,4206.0,1095000.0,1610450.0,106687.0,1988,4
2235T3115922D,4,2,4,26,6,7,6,296.2,8.2,100.0,21536.0,49532.8,3230.0,-1,4
2232T2142357F,4,2,5,25,6,7,6,298.9,8.3,151.2,39284.0,90353.2,6337.1,1900,5
2275T1532539I,3,2,4,22,6,7,6,115.0,3.2,100.0,8265.0,19009.5,1348.8,-1,3
2354T1322643Q,4,2,4,26,6,7,6,364.6,10.1,100.0,15105.0,34741.5,2538.0,-1,5
2306T4034337S,5,2,4,9,6,7,6,322.9,9.0,72.9,30680.0,70564.0,6845.200000000001,1920,5
2393T3414433P,5,3,4,10,7,7,2,299.1,8.3,100.0,10876.0,25014.800000000003,3154.0,-1,5
2154T0934216B,2,4,4,22,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1900,1
2329T3502454O,5,3,4,10,6,7,6,336.9,9.4,100.0,19333.3,44466.7,5608.0,-1,5
2395T1163640S,4,2,5,26,6,7,6,204.8,5.7,1301.3,231772.0,533075.6,37114.100000000006,2014,3
2275T2858523S,4,2,4,22,6,7,6,346.2,36.1,100.0,280850.9,403663.19999999995,42071.1,-1,4
2395T3790010Y,5,2,4,25,6,7,6,169.6,4.7,100.0,3641.3,8375.1,1056.3,-1,3
2275T0189129S,2,2,5,26,6,2,6,262.8,70.3,750.0,175854.0,197088.2,17563.2,1900,4
2129T0941346I,1,2,5,26,6,7,6,160.5,4.5,138.0,9633.0,22155.9,1609.8,1980,3
2177T0307987F,0,2,0,9,6,7,6,78.5,3.0,62759.1,2983594.6,6404639.5,164893.09999999998,1948,1
2335T1352243J,4,2,4,25,6,7,6,433.5,15.6,100.0,738932.4,1613264.2999999998,354849.0,2010,6
2383T3927595F,5,2,5,7,4,4,2,96.7,22.0,7616.4,2209832.0,2209832.0,136629.0,2015,1
2272T0950002Y,3,2,4,7,7,7,2,291.4,8.1,100.0,30000.0,69000.0,8702.0,-1,4
2306T4203617M,5,3,4,9,6,7,6,166.8,4.6,100.0,12126.7,27891.3,3517.7,1980,3
2464T0043055D,5,0,2,16,0,0,3,37.1,1.1,100.0,84272.70000000001,103289.70000000001,4765.7,2023,1
2175T0733861X,1,2,4,5,6,4,6,169.7,28.2,100.0,11510.3,13919.199999999999,891.0,1900,3
2233T0871194J,3,2,4,22,6,7,6,98.0,2.7,100.0,11717.0,26949.1,1500.0,1989,2
2269T2591608N,4,2,4,8,6,7,6,152.1,14.9,100.0,101454.4,159988.9,12547.0,2012,3
2176T0506955U,0,6,4,6,6,4,6,326.3,46.0,2307.0,1007278.0,1220836.8,80013.29999999999,1989,5
2318T1060047K,4,3,4,22,6,7,6,416.8,11.6,100.0,12159.0,27965.7,3527.0,-1,5
2138T0198458B,0,6,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2133T0846793V,2,2,4,7,6,7,6,615.5,17.1,100.0,536348.0,1233600.4,69674.0,1984,5
2344T4257349O,5,3,4,26,6,7,6,114.8,3.2,100.0,4118.0,9471.4,826.0,2010,3
2326T0189425G,4,2,0,22,7,7,2,117.0,3.0,1103.4,56510.0,117.8,0.0,1948,3
2340T3340029W,5,2,0,25,7,7,2,1055.0,40.0,1740.0,855041.8,1055.5,121209.3,1975,7
2377T3314419H,5,2,4,7,6,7,6,169.4,4.7,100.0,6715.0,15444.5,1948.0,-1,3
2234T2681612W,4,2,4,10,6,7,6,1030.4,28.7,100.0,48840.7,112333.5,14167.0,1985,7
2491T0176020F,5,2,4,9,6,7,6,65.3,1.8,100.0,2063.0,4744.9,598.0,-1,2
2376T1266454J,4,2,5,25,6,7,6,74.3,2.1,300.0,9695.0,22298.5,1619.5,1970,2
2349T1547473T,4,2,0,25,7,7,2,83.0,2.0,198.0,7187.3,83.5,1221.9,1945,2
2114T0981548Z,2,2,4,9,6,7,6,154.1,4.3,100.0,2180.0,5014.0,261.0,1948,3
2375T0260608Y,4,3,4,22,6,7,6,304.2,8.5,100.0,14036.0,32282.8,4071.0,-1,5
2275T0427360L,3,2,4,7,6,7,6,70.9,2.0,100.0,1299.0,2987.7,377.0,1948,2
2338T3780336R,5,2,4,10,6,7,6,510.8,14.2,100.0,19110.0,43953.0,5543.0,-1,6
2394T4015263M,5,2,4,9,6,5,6,37.2,3.6,100.0,9232.0,9232.0,2678.0,-1,1
2307T4528172K,5,2,3,9,6,7,3,279.0,47.0,281.6,53451.0,122937.0,8715.0,1997,5
2494T0461635N,5,2,4,22,6,7,1,59.7,1.7,100.0,2105.0,4841.5,419.0,-1,2
2144T0349264N,0,6,0,25,7,7,2,183.0,6.0,80.9,6450.0,183.3,645.0,1945,3
2301T2495922S,5,3,4,10,6,7,6,432.3,12.0,100.0,28592.0,65761.6,6167.6,-1,6
2377T4325032A,5,2,5,26,6,7,3,194.0,5.0,134.3,34080.0,78384.0,3735.0,2010,7
2206T1192343F,3,2,5,25,6,7,6,223.3,6.2,58.1,5638.0,12967.4,981.1,1948,4
2375T0980258U,4,3,4,10,6,7,6,129.3,3.6,100.0,1800.9,4142.1,3798.0,-1,3
2269T1610594F,3,2,5,9,6,7,3,243.0,17.0,75.9,18795.0,43227.0,3240.0,1900,4
2290T0272390Q,2,2,5,25,6,7,6,291.7,8.1,79.2,10044.0,23101.2,1674.4,1984,5
2233T2740530X,4,2,4,20,6,7,6,199.0,5.5,100.0,7424.0,17075.2,1473.9,-1,4
2393T0428821J,4,2,5,25,6,7,6,200.2,5.6,721.6,125596.0,288870.8,20137.5,1983,4
2368T0057211S,4,2,0,25,7,7,2,297.0,19.0,1859.0,300524.6,297.2,37533.299999999996,1992,5
2264T0909827L,3,2,4,9,6,7,6,433.3,12.1,100.0,6528.0,15014.4,699.1,1947,6
2218T0664891B,3,2,5,25,6,7,6,424.7,28.3,155.4,65146.0,149835.8,10423.3,1947,6
2169T0303383V,0,2,4,25,6,4,6,501.4,85.7,100.0,23915.1,28450.8,2617.8,1948,6
2290T1170301R,3,2,5,25,6,4,6,313.4,59.6,78.0,21896.2,24446.800000000003,1957.3,1930,5
2278T0020987V,2,2,4,22,6,4,6,338.2,50.5,100.0,71468.6,91679.7,5091.6,1947,4
2245T2045581O,4,2,2,9,6,7,6,111.2,3.1,913.0,136141.0,313124.3,21823.6,2006,3
2337T3609506G,5,2,5,25,6,7,6,495.0,13.8,275.0,118370.0,272251.0,18982.1,2018,6
2387T0832341D,4,3,5,25,6,7,6,490.4,13.6,80.0,17058.0,39233.4,2783.4,1900,6
2306T2990454J,5,3,4,9,6,7,6,489.3,13.6,38.4,24500.0,56350.0,3973.2,1970,6
2175T0539245R,0,2,4,9,6,7,6,536.9,14.9,81.6,38101.0,87632.3,8031.8,1930,7
2329T3060605J,5,2,0,20,6,7,6,364.9,30.0,7341.4,2539945.0,5841873.5,406167.80000000005,1995,3
2318T2614110B,5,2,4,10,6,7,6,304.4,29.0,100.0,27254.5,43527.9,11343.0,-1,5
2249T2378618V,4,2,4,16,4,7,2,117.5,10.4,73.6,5245.9,8649.3,811.5999999999999,1900,3
2295T0124988N,2,2,5,25,4,7,1,421.2,40.8,5332.0,1415899.0,2245729.3,150463.0,2007,4
2283T0672726X,2,2,0,20,6,7,6,573.4,43.6,69935.8,22924924.0,40103943.0,2711900.7,2005,4
2194T0031115Y,0,6,0,7,6,7,6,433.1,12.1,100.0,17641.0,40574.3,2851.0,1948,6
2306T4209101K,5,3,5,25,6,7,6,390.6,10.9,89.9,45804.0,105349.20000000001,9263.400000000001,1970,6
2213T0121881W,2,2,5,25,6,7,6,1536.5,42.8,39.1,26113.0,60059.9,4231.2,1970,7
2375T0278390W,4,3,4,9,6,7,6,163.5,4.5,100.0,4343.0,9988.9,973.0,-1,3
2229T1917293U,3,2,5,25,6,7,6,224.7,15.6,327.9,66083.0,132038.5,9400.800000000001,2006,4
2383T1782137P,5,2,5,25,7,7,2,96.9,3.0,3158.3,393253.0,904481.8999999999,62933.200000000004,2017,3
2213T1642469A,3,2,0,11,6,7,6,246.3,6.9,100.0,455146.0,1046835.8,56291.4,2013,3
2377T3636742I,5,2,4,9,6,7,6,576.1,16.0,100.0,301135.0,692610.5,87350.0,-1,7
2135T0659048Y,1,2,5,25,7,7,2,522.1,24.2,147.0,66525.6,146686.2,10610.800000000001,1996,7
2233T1934817Y,3,0,0,25,4,7,4,31.0,2.0,2140.2,35835.2,38.6,5800.0,2022,1
2383T3749597D,5,3,4,10,6,7,0,301.2,8.4,100.0,4512.0,10377.6,1150.0,-1,5
2443T0501524T,5,3,4,9,6,7,6,356.5,9.9,100.0,6308.0,14508.4,1397.0,-1,5
2371T4470202G,5,2,4,11,6,4,6,111.3,20.3,100.0,2411.3,2757.1000000000004,324.7,1999,2
2237T3137034F,4,2,5,25,6,7,6,96.6,7.9,1454.0,127127.0,242829.6,17007.2,2017,3
2213T0460686V,3,2,4,22,6,7,6,154.6,4.3,100.0,2654.0,6104.2,770.0,1948,3
2145T0226854M,0,2,4,5,6,7,6,260.4,7.2,100.0,5828.0,13404.4,2122.5,1989,4
2368T0501723I,4,3,5,25,7,7,2,218.5,6.1,20.0,1897.0,4363.1,415.8,1960,4
2262T0361797H,2,2,0,25,4,4,2,85.0,12.0,2233.7,148991.2,85.6,12967.8,2007,2
2172T0641012R,1,2,4,20,6,7,6,100.9,2.8,100.0,6935.0,15950.5,2012.0,1948,3
2338T4386669E,5,2,4,20,6,7,6,144.9,4.0,100.0,1108.3,2549.2,266.0,-1,3
2325T3906451T,5,3,4,22,6,7,6,207.9,5.8,100.0,7103.0,16336.9,1385.6,-1,4
2260T1684946O,3,2,4,9,6,7,6,257.4,7.2,100.0,29795.0,68528.5,3350.0,2007,4
2138T0155297A,0,6,4,10,6,7,6,955.1,56.1,100.0,122324.0,241634.9,33906.0,1948,7
2342T0383667S,4,2,4,25,6,7,6,367.9,10.2,100.0,16977.0,39047.1,938.7,-1,5
2338T2862988B,5,3,5,20,6,7,3,151.0,18.0,131.4,16248.0,37371.0,2340.0,1997,3
2236T1308769H,3,2,5,25,6,7,6,145.2,4.0,396.8,73065.0,168049.5,11690.400000000001,2003,3
2191T0659394K,1,4,4,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2493T0381873S,5,2,0,25,4,4,2,134.0,18.0,246.9,24681.9,134.5,2986.1,2001,3
2327T0163222M,4,2,4,9,6,7,6,337.7,9.4,100.0,219785.0,505505.5,63753.0,-1,5
2275T2037672N,4,3,4,10,6,7,6,2862.2,243.2,100.0,84568.0,141677.8,5142.6,-1,7
2267T2980367S,4,3,4,22,7,7,2,80.3,2.2,100.0,4800.0,11040.0,1600.0,2010,2
2262T0954996Q,3,2,0,25,7,7,2,152.0,4.0,350.0,23170.0,152.3,0.0,2009,3
2192T0897495E,1,4,4,1,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2313T1560022A,4,2,4,25,6,7,6,832.7,23.2,100.0,2389400.0,5495620.0,693093.0,-1,7
2367T1005754C,4,2,4,9,6,7,6,117.1,3.3,100.0,5602.0,12884.6,1205.8,-1,3
2269T0224586F,2,2,5,25,6,7,1,163.9,14.4,200.0,21850.0,36068.1,2683.4,2009,3
2268T1043700O,3,2,4,26,6,7,6,349.7,75.8,227.3,18000.0,33600.0,6035.0,1970,4
2354T0410114J,4,2,4,26,6,7,6,403.9,11.2,100.0,51576.0,118624.8,6313.0,2013,5
2276T0186967P,3,2,4,22,6,7,6,148.9,4.1,100.0,142128.3,326895.2,41227.3,2006,3
2283T0062170Z,2,2,5,25,6,7,6,308.9,8.6,250.0,33580.0,77234.0,5425.1,1960,5
2392T3557735E,5,3,4,26,6,7,6,387.2,10.8,100.0,8148.0,18740.4,2363.3,-1,6
2259T2218815Y,4,2,4,25,6,7,6,238.0,6.6,100.0,20273.1,46628.1,2139.4,1994,4
2150T0110932D,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2351T2132845D,5,2,0,25,7,7,2,208.0,5.0,636.9,57825.0,208.8,12191.0,1948,3
2220T0341584G,3,2,4,7,6,7,6,363.7,28.0,100.0,457437.9,833706.0,0.30000000000000004,1947,5
2395T0432409L,4,2,4,26,6,7,6,278.0,7.7,100.0,23800.0,54740.0,6904.0,-1,4
2363T2226092A,4,2,4,9,6,7,6,121.4,3.4,100.0,12136.0,27912.8,1335.0,-1,3
2135T0617952I,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1975,1
2283T2595369S,4,3,4,10,6,7,6,733.8,20.4,100.0,18952.0,43589.6,834.3,-1,7
2248T1722274U,3,2,5,25,6,7,6,225.9,6.3,1465.2,143885.0,330935.5,25899.3,2012,4
2291T2906896V,4,2,4,9,7,7,2,390.0,10.9,20.0,3730.0,8578.9,418.9,-1,6
2181T0674460M,1,4,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2194T0844711C,1,2,4,25,6,7,6,75.6,2.1,100.0,7408.0,17038.4,1446.0,1960,2
2371T1581722W,4,3,4,10,6,7,6,554.4,35.9,100.0,65420.0,121238.90000000001,14955.7,-1,7
2359T3508819N,5,2,4,10,6,7,6,167.7,4.7,1613.8,117683.0,270670.9,18872.3,1900,3
2351T0759204U,4,2,4,25,6,7,6,179.9,15.9,100.0,2207483.0,4011210.9,477431.0,2001,4
2202T3132702G,4,2,4,10,6,7,3,489.0,19.0,182.9,104700.0,240810.0,16908.0,1960,6
2154T0455203M,0,2,3,7,6,7,6,251.4,22.9,4162.0,964010.8,1767954.2,122928.29999999999,1996,3
2238T2836969H,4,2,4,25,6,7,6,191.8,5.3,100.0,10917.0,25109.1,3167.0,-1,3
