n_dpe,version_dpe,methode_du_dpe,categorie_erp,secteur_activite,type_energie_principale_chauffage,type_energie_n_1,type_usage_energie_n_1,conso_kwhep_m2_an,emission_ges_kgco2_m2_an,surface_utile,conso_finale_energie,conso_primaire_energie,frais_annuel_energie,annee_construction,etiquette_dpe
2167T1039957N,2,2,0,25,7,7,2,1084.0,30.0,249.3,117478.0,1084.0,0.0,2012,7
2114T0155982L,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2275T0274689M,3,2,4,22,6,7,6,385.3,10.7,100.0,29163.0,67074.9,4960.0,1947,5
2329T0367416E,4,2,4,9,6,7,6,344.5,9.6,100.0,47642.0,109576.6,9064.5,-1,5
2257T0289388D,2,2,5,26,4,4,2,79.0,18.0,282.3,67065.0,67065.0,6513.0,1948,2
2327T0942220Y,4,2,5,9,7,7,2,360.0,10.0,380.3,178440.0,410412.0,28698.0,2000,5
2333T4281845H,5,0,5,25,4,7,4,39.0,4.3,679.1,15037.6,20373.0,1647.1,2023,1
2162T0631554N,0,6,0,25,7,7,2,192.0,6.0,790.9,66208.0,192.5,13272.0,2009,4
2208T0671683X,3,2,5,25,7,7,2,486.9,13.5,148.5,62686.0,144177.8,10078.9,1931,6
2481T0132063E,5,2,0,22,7,7,2,69.0,1.0,1738.0,52388.0,69.3,8193.5,1945,2
2185T0485892A,0,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2380T2039869G,5,3,5,25,6,7,6,184.9,17.3,37.6,4325.9,6955.6,842.9,1900,4
2188T0904145U,2,2,4,9,6,7,6,793.5,22.1,100.0,31231.0,71831.3,3078.0,1947,7
2292T1673132K,3,2,4,10,6,4,6,109.2,24.8,100.0,13124.3,13124.3,1460.0,-1,3
2292T2336362G,4,2,4,20,6,7,6,240.0,6.7,100.0,7578.0,17429.4,2198.0,-1,4
2421T0350620X,5,3,4,9,6,7,6,357.6,40.7,100.0,11700.8,17234.9,1126.7,-1,5
2371T1423772W,4,2,3,22,6,4,6,215.7,42.3,471.0,178682.0,187753.4,11741.099999999999,1970,4
2328T4545854H,5,3,5,25,6,7,6,518.6,61.8,184.4,67529.0,155316.7,10853.2,1900,7
2421T0528341I,5,3,4,26,6,4,6,96.1,17.9,100.0,20018.0,22618.0,3500.0,-1,2
2124T0969954L,2,2,4,25,6,7,6,127.3,7.0,100.0,73779.0,126271.7,9611.0,1947,3
2374T1192889W,4,3,4,7,6,7,6,13.2,0.4,100.0,631.0,1451.3,8203.0,-1,1
2175T0437469F,0,2,4,7,4,4,2,290.0,65.8,100.0,14414.4,14414.4,172.0,1948,5
2425T0248480P,5,3,5,25,6,4,6,68.0,15.4,49.8,3390.0,3390.0,377.0,1800,2
2251T0383542F,2,2,0,25,1,1,2,223.0,46.0,108.9,18845.9,223.2,1928.9,1961,4
2170T0952240X,1,2,0,25,7,7,2,435.0,14.0,643.0,121621.7,435.0,10337.8,2008,6
2376T1684222J,5,2,5,25,4,4,2,182.2,41.4,262.2,47776.5,47776.5,2971.1,1979,4
2376T0953615C,4,2,4,22,6,4,6,243.4,37.6,100.0,42533.0,53539.600000000006,12337.7,-1,4
2142T0736308T,1,2,4,20,6,4,6,33.1,7.5,100.0,3643.0,3643.0,1057.0,1947,1
2250T1075186W,3,2,5,26,6,7,6,475.2,13.2,113.3,70224.0,161515.2,11284.099999999999,1980,5
2122T0935422F,2,4,4,22,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2395T3336678C,5,2,4,26,7,7,2,302.2,8.4,100.0,22114.0,50862.200000000004,6415.0,-1,4
2347T1707775D,5,2,5,25,6,7,6,254.0,7.1,256.0,28268.0,65016.4,4575.8,1947,4
2386T1373465O,5,2,5,25,7,7,2,400.2,11.1,24.2,4217.0,9699.1,762.0,1950,6
2113T0123752U,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1948,1
2367T3570803V,5,2,4,9,7,7,2,122.7,3.4,100.0,119692.0,275291.6,34719.0,-1,3
2192T0784284X,1,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2225T1394441Y,3,2,0,25,4,4,2,350.0,70.0,23599.4,7640677.3,350.7,232160.0,1961,5
2471T0384828N,5,2,4,9,6,2,6,127.6,41.4,100.0,23684.0,23684.0,6870.0,-1,3
2236T0885474S,3,2,5,25,6,7,6,129.5,3.6,210.6,35567.0,81804.1,5798.8,1900,3
2383T3915629Z,5,3,4,11,6,7,6,596.7,16.6,100.0,139831.3,321612.1,18942756.7,-1,5
2329T4410256A,5,0,4,26,4,7,2,157.6,17.2,100.0,6162.700000000001,8592.0,622.9000000000001,-1,4
2383T3447647R,5,3,5,9,6,7,3,352.0,10.0,37.4,17175.0,39501.0,2985.0,1949,7
2375T3839740W,5,2,0,25,7,7,2,434.0,12.0,66.0,12458.0,434.1,1425.2,1945,5
2233T2539194F,4,2,4,10,6,7,6,892.5,57.0,100.0,52005.399999999994,96815.5,11881.400000000001,-1,7
2250T1760745N,3,0,0,25,7,7,2,229.0,13.0,621.8,61868.2,228.9,9957.0,2022,4
2304T1100611A,4,2,4,11,6,2,6,628.5,185.0,100.0,133080.0,133080.0,11367.0,-1,5
2313T3322354A,5,2,4,7,6,7,6,69.7,1.9,100.0,7152.0,16449.6,2075.0,-1,2
2306T3919847G,5,3,5,25,7,7,2,322.3,9.0,55.7,23435.0,53900.5,3803.0,1950,5
2260T0164569N,3,2,2,22,6,4,6,106.6,14.1,100.0,28282.7,38695.5,826.3,1947,2
2275T2319891C,4,2,4,10,6,4,6,208.5,47.3,100.0,45874.0,45874.0,13307.0,-1,4
2373T3560900E,5,2,4,9,6,7,6,134.7,3.7,100.0,1524.7,3506.7,442.3,-1,3
2157T0272759N,0,2,4,6,6,7,6,140.8,7.1,100.0,563880.4,1131837.4,88169.6,2021,3
2453T0398483A,5,2,4,9,6,2,6,823.5,177.2,100.0,97752.2,123371.29999999999,10955.0,-1,7
2291T2905829U,4,2,4,9,7,7,5,352.0,9.8,48.0,8081.299999999999,18586.9,907.8,-1,6
2169T0569668O,1,4,4,10,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2349T2004941R,4,2,4,25,6,2,6,72.0,23.3,100.0,10382.1,10382.1,951.0,-1,2
2151T0493442C,0,2,2,23,6,4,6,1502.8,282.1,1212.2,2789611.8,2789611.8,173503.40000000002,1977,7
2276T0712901V,2,2,5,26,6,7,6,161.2,4.5,871.2,183126.0,421189.8,29336.1,1900,3
2175T0931010O,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1948,1
2283T2089066N,4,0,5,25,7,4,3,130.4,10.3,2026.4,116020.5,178610.8,12328.5,2022,3
2325T1839071D,4,2,4,9,6,7,6,222.8,6.2,100.0,10562.0,24292.6,1540.3,-1,4
2204T2224989H,4,2,4,7,6,7,6,239.0,6.6,100.0,178560.0,389160.0,47521.0,-1,3
2175T0469661J,0,4,4,5,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2274T2855588U,4,2,0,25,7,7,2,247.0,6.0,129.7,13957.0,247.5,2639.8,1994,4
2354T0741644N,4,2,5,9,6,7,3,397.0,11.0,100.5,52008.0,119619.0,8484.0,2015,7
2375T1458864S,5,3,5,25,6,7,6,268.9,20.4,424.6,70055.0,114157.5,8323.7,1900,4
2245T2325203G,4,2,4,9,6,7,6,225.5,6.3,100.0,11627.0,26742.1,1512.0,-1,4
2361T2030930S,4,2,4,9,6,7,6,174.5,4.9,100.0,80211.0,184485.3,24076.0,-1,4
2275T2482855Y,4,3,4,9,6,7,6,332.5,9.3,100.0,5724.5,13166.4,558.5,-1,5
2206T2107385D,3,2,4,22,6,7,6,192.6,22.9,236.5,32292.0,74271.6,5219.1,1850,3
2225T1560566J,3,2,4,10,6,7,6,635.4,48.8,100.0,348496.0,607352.0,38637.0,2006,7
2228T1838462U,3,2,4,26,6,7,6,57.4,1.6,100.0,10157.0,23361.1,1219.0,2007,2
2259T1282511G,3,2,4,26,6,7,6,205.2,5.7,100.0,44390.0,102097.0,4550.0,1989,4
2133T0288532G,0,2,4,25,6,7,6,569.2,15.8,100.0,69350.0,159505.0,10277.3,1989,7
2275T2924210D,4,3,2,9,6,7,6,210.0,5.8,100.0,47215.0,108594.5,13696.0,-1,4
2306T2899402J,5,3,5,25,6,7,6,155.4,4.3,71.7,4842.0,11136.6,856.8,1904,3
2315T3207222Y,5,3,4,18,6,7,6,86.7,2.4,100.0,1166.0,2681.8,338.0,-1,2
2375T3385081Z,5,3,4,10,6,7,6,327.0,9.1,100.0,5770.0,13271.0,1674.0,-1,5
2275T1638380D,3,2,4,9,6,7,6,259.7,7.2,100.0,4554.0,10474.2,1321.0,-1,4
2383T3371738C,5,2,4,7,6,7,6,145.1,13.3,100.0,97869.4,158709.4,13463.0,-1,2
2244T0730772Y,3,2,4,9,6,7,6,101.9,2.8,100.0,2764.0,6357.2,802.0,1948,3
2429T0156156V,5,2,5,26,7,7,2,349.0,10.0,3476.0,1581447.0,3637329.0,253026.0,2019,5
2328T0758001Q,4,2,4,9,6,7,6,141.1,14.6,100.0,208608.0,320847.4,12317.0,1990,3
2329T3931924Q,5,2,4,22,6,7,6,63.7,1.8,393.7,28174.0,64800.2,4560.7,2003,2
2375T3606686G,5,2,4,22,6,7,6,95.8,2.7,100.0,417997.0,961393.1,38391.0,-1,2
2395T1142437F,4,2,5,26,6,7,4,152.0,20.0,3960.0,937386.0,937386.0,54834.0,1994,7
2145T0669452M,1,2,4,9,6,7,6,178.7,5.0,100.0,10000.0,23000.0,1761.0,1948,4
2202T1928772G,4,2,4,10,6,7,6,238.5,28.5,100.0,55605.0,79980.0,8000.0,-1,4
2375T3032335V,5,2,0,22,7,7,2,394.0,19.0,20910.0,4214271.0,394.9,541333.5,1983,5
2231T1056881C,3,2,5,26,7,7,2,468.3,13.0,443.0,270573.0,622317.8999999999,43317.899999999994,1975,5
2181T0372278C,0,2,4,9,6,7,6,232.3,6.5,100.0,5000.0,11500.0,1200.0,1947,4
2359T3960997Z,5,2,4,26,6,7,6,203.6,22.4,100.0,97796.7,158675.7,19690.7,-1,3
2442T0519805V,5,3,5,26,6,6,6,0.0,0.0,28.2,0.0,0.0,0.0,1997,7
2306T4195057G,5,2,4,9,6,7,6,131.3,3.7,100.0,36526.0,84009.8,6096.0,-1,3
2212T0177573V,3,2,4,11,6,7,6,240.6,6.7,100.0,10699.3,24608.5,1440.3,2006,3
2376T3911917Y,5,3,5,25,4,4,2,526.9,75.4,66.0,26562.0,34831.3,3088.7,1997,4
2294T0082614S,2,2,5,25,6,7,6,178.7,5.0,47.4,3684.0,8473.2,681.1,1930,4
2273T1781864R,3,2,4,9,6,7,6,232.0,6.5,100.0,22411.0,51545.3,2524.1,-1,4
2375T1774551N,5,3,5,25,4,4,2,385.9,59.4,42.7,26117.0,32955.0,2351.8,1949,6
2369T2222803T,4,2,4,25,6,7,6,58.7,3.8,100.0,73412.2,135700.4,16734.0,2019,2
2313T1829083N,4,2,4,9,6,7,6,789.2,22.0,412.8,155782.0,358298.6,12085.0,-1,7
2394T4039967Q,5,3,4,22,6,7,6,241.3,6.7,100.0,18465.0,42469.5,2273.0,-1,4
2129T0941750W,2,4,4,9,6,6,6,0.1,0.1,100.0,0.0,0.0,0.0,1947,1
2327T2253196C,4,2,5,26,6,7,3,119.0,15.0,116.0,9027.0,20763.0,1737.0,1991,3
2375T1133135R,4,3,4,9,6,4,6,136.4,31.0,100.0,41249.5,41249.5,11967.0,-1,3
2169T0280865T,0,2,4,22,6,7,6,201.0,5.6,100.0,5963.5,13716.1,1013.0,1947,4
2213T1232363S,3,2,5,9,6,7,4,204.0,40.0,79.0,40800.0,40800.0,4233.0,1960,4
2225T0462516R,3,2,5,25,3,3,2,219.3,38.2,603.9,181945.9,211879.7,26471.0,1900,4
2169T0623174M,1,2,4,6,6,7,6,14.1,0.4,100.0,1008.0,2318.4,292.0,1948,1
2275T0883025A,3,2,4,20,6,7,6,163.4,4.5,100.0,3807.0,8756.1,1104.0,1948,3
2384T1070746L,4,2,4,10,6,7,6,729.9,20.3,100.0,78303.0,180096.9,13856.0,-1,7
2369T3923842I,5,2,4,22,6,7,6,231.7,6.4,100.0,12745.0,29313.5,4716.0,-1,4
2349T0036599F,4,2,4,7,6,7,6,231.1,19.7,100.0,22603.8,37851.5,4612.0,-1,4
2362T4152389I,5,3,4,9,6,7,6,349.6,9.7,126.5,19229.0,44226.7,0.2,1900,5
2183T0491974W,0,2,4,9,6,7,6,152.0,4.2,100.0,2314.0,5322.2,505.0,1948,3
2284T0148983Z,3,2,4,20,6,7,6,177.3,4.9,100.0,10558.0,24283.4,2632.0,2011,3
2238T1846100Y,3,2,4,10,4,4,2,47.7,10.8,100.0,2145.9,2145.9,239.0,-1,2
2351T3072687X,5,2,4,26,6,7,6,408.0,31.1,100.0,117158.5,204660.2,5000.0,-1,5
2292T0383097R,2,2,0,25,7,7,2,196.0,5.0,273.9,23412.7,196.6,4642.7,1990,3
2346T3515783W,5,2,5,25,6,7,6,177.7,4.9,302.1,70019.0,161043.69999999998,11251.3,2000,4
2445T0350188F,5,2,4,10,6,7,6,425.4,36.2,100.0,80607.2,134931.59999999998,7153.7,-1,6
2249T0519902T,3,2,4,7,6,7,6,338.5,9.4,100.0,10685.0,24575.5,4396.0,1983,5
2330T1649363W,4,3,4,26,6,7,6,292.1,8.1,100.0,25703.0,59116.9,4660.0,-1,4
2444T0554804A,5,2,0,20,1,1,2,255.0,47.0,4070.0,771545.4,256.0,105893.7,1974,4
2175T1010423X,2,2,4,7,6,7,6,301.9,8.4,100.0,4800.0,11040.0,720.0,1947,5
2304T1897182J,4,3,4,9,6,7,6,178.6,5.0,100.0,7471.0,17183.3,2167.0,-1,4
2259T2726590T,4,2,4,9,6,7,6,321.0,8.9,100.0,54649.0,125692.7,8963.0,-1,5
2375T1318938Y,5,3,4,9,6,7,6,134.0,3.7,26.6,1551.0,3567.3,367.2,1890,3
2392T2204241S,4,3,4,26,6,7,6,296.2,8.2,100.0,34791.0,80019.3,2217.0,-1,4
2242T1566005F,3,2,4,7,6,4,6,266.9,43.2,100.0,657642.0,806448.2999999999,67084492.599999994,-1,3
2375T2284105T,4,2,4,7,6,7,6,238.8,6.6,100.0,107673.0,247647.9,21095.0,-1,4
2275T1480625Q,3,2,4,10,6,4,6,361.4,82.0,100.0,33290.1,33290.1,6000.0,-1,5
2395T0539430Q,4,3,4,26,4,7,4,271.1,33.1,100.0,22414.3,31904.3,6502.0,1967,4
2375T4334306Q,5,3,4,22,6,7,6,338.6,9.4,100.0,5219.0,12003.7,1513.7,-1,4
2328T2848660P,5,2,3,20,4,7,1,263.0,23.4,1986.0,216570.6,404898.69999999995,25395.6,2008,3
2278T2459460G,4,3,5,26,6,7,3,497.0,14.0,35.4,22932.0,52743.0,3891.0,1900,5
2338T4021748T,5,2,0,25,4,7,2,43.0,3.0,39688.0,1053828.6,43.5,70768.29999999999,1994,2
2371T1683928W,4,3,4,10,6,7,6,289.7,23.5,100.0,26511.4,47479.899999999994,6163.0,-1,5
2180T0988447W,1,2,5,6,6,7,3,498.0,14.0,41.0,26616.0,61218.0,4470.0,1988,1
2313T1735845L,4,2,4,22,6,7,6,263.5,7.3,100.0,63003.0,144906.9,18275.0,-1,4
2306T3926744N,5,3,5,25,6,7,6,97.7,2.7,46.2,3926.0,9029.8,717.8,1930,3
2213T0227923K,3,2,4,9,6,7,6,34.4,1.0,100.0,2138.0,4917.4,620.0,1947,2
2435T0143866J,5,2,3,9,6,7,6,378.7,10.5,7584.8,1248904.0,2872479.2,199743.3,2017,5
2354T1245471M,4,2,4,26,6,4,6,35.8,6.2,1412.0,50248.0,59786.1,3056.4,1985,2
2213T2848709W,4,2,4,9,6,7,6,545.8,15.2,100.0,10762.5,24753.899999999998,3260.0,-1,7
2110T0291127E,0,6,3,10,6,7,6,1208.1,44.1,730.0,766892.0,1763851.6,124558.2,1980,7
2227T1255030B,3,2,4,9,6,3,6,153.0,37.2,100.0,76568.6,82066.3,11575.0,-1,3
2278T1189998U,3,2,5,22,6,7,3,149.0,4.0,158.8,30858.0,70977.0,5139.0,2004,3
2344T2799937G,5,2,4,9,6,7,6,233.3,6.5,100.0,10562.0,24292.6,947.7,-1,4
2235T2946790B,4,2,4,22,6,7,6,282.6,7.9,100.0,3892.0,8951.6,868.8,1984,5
2214T1546671N,3,2,0,25,7,7,2,0.0,1.0,39.6,1.0,0.1,0.0,1970,1
2214T2440613X,4,2,2,20,6,4,6,269.1,34.4,9669.0,1870491.0,2601583.7,171021.8,2020,3
2169T0081936Q,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2331T3657075P,5,2,2,26,6,7,6,142.2,4.0,100.0,22247.0,51168.1,6453.0,-1,3
2269T2731411O,4,3,4,20,7,7,2,67.2,1.9,100.0,4205.0,9671.5,686.3,1970,2
2395T3595471R,5,3,4,22,6,7,6,106.7,3.0,100.0,1460.3,3358.8,423.7,-1,2
2149T0025659J,0,6,0,7,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2375T1642252C,5,2,0,25,4,4,2,620.0,82.0,41.4,18824.5,620.9000000000001,1372.6,1945,6
2276T1336362C,3,2,4,25,6,7,6,149.5,4.3,468.0,41823.0,69984.9,4165.0,2007,3
2178T0578058P,0,2,5,25,6,4,6,289.0,38.4,2360.0,500000.0,682000.0,48066.600000000006,1983,5
2224T1592195V,3,2,4,10,6,7,6,566.0,15.8,100.0,201135.0,462610.5,58343.0,-1,7
2156T0511188V,0,2,5,25,6,7,6,545.9,34.4,3582.7,1780986.0,3600631.1,250097.2,2002,7
2484T0434702G,5,2,4,16,6,7,6,129.1,3.6,100.0,9635.0,22160.5,2214.0,-1,3
2337T2090482G,5,2,5,25,7,7,2,145.3,4.0,2700.0,170989.0,393274.7,24400.0,2015,3
2278T2694138I,4,2,5,26,6,7,6,204.9,5.7,3393.0,302288.0,695262.4,48388.8,1984,3
2113T0402362O,0,4,4,9,6,7,6,0.1,0.1,830.0,0.1,0.1,0.1,1975,1
2216T2951573H,4,2,5,25,7,7,2,72.8,2.0,103.4,3272.0,7525.6,7362.0,2015,2
2321T2193067F,4,2,4,22,6,7,6,168.3,4.7,100.0,35338.5,81278.6,10251.0,1991,3
2225T0550496N,2,2,4,10,6,7,6,713.9,19.9,100.0,22334.3,51369.0,3297.1,2011,7
2277T1679724J,3,2,4,26,7,7,2,323.2,9.0,100.0,5720.0,13156.0,4351.0,-1,4
2183T0164012Y,0,6,5,25,7,7,2,433.1,15.8,118.0,22222.0,51110.6,2000.0,1948,6
2126T0050751O,0,6,0,7,6,7,6,977.5,27.2,100.0,21289.7,48966.2,2173.0,1947,7
2244T2395991V,4,2,4,7,6,7,6,1277.7,35.6,100.0,106647.0,245288.1,18130.0,-1,7
2433T0253801O,5,2,4,22,6,7,6,90.7,2.5,100.0,2877.0,6617.1,835.0,2022,2
2369T1482247V,4,2,4,20,6,7,6,205.1,5.7,100.0,4914.0,11302.2,1425.0,-1,4
2286T0222172A,3,2,4,9,6,7,6,776.4,36.4,100.0,795550.0,1661129.0,96867.0,1988,7
2174T0519675Y,0,2,4,16,6,7,6,85.5,14.3,100.0,88835.0,126554.5,10739.0,1947,1
2376T4035267E,5,0,0,25,7,7,2,121.0,3.0,102.3,6516.0,146.6,1137.0,2023,3
2280T0102609F,2,2,5,9,6,7,6,951.0,34.7,35.5,48377.0,111267.1,6719.5,1970,7
2215T2923300V,4,2,5,9,6,7,3,475.0,13.0,40.3,24954.0,57396.0,4209.0,1948,6
2276T0953566E,2,2,0,16,1,1,2,104.0,23.0,8695.0,672378.3999999999,104.9,75498.6,2005,2
2459T0469535A,5,2,5,25,6,7,6,210.7,5.9,359.0,98647.0,226888.1,15828.7,2016,4
2375T3360257F,5,2,5,25,7,7,2,125.1,3.5,61.3,3333.3,7666.7,470.0,1975,3
2263T2621103S,4,3,5,10,6,7,3,271.0,10.0,180.0,60000.0,138000.0,9762.0,1949,4
2308T3962570N,5,3,4,9,6,7,6,199.1,5.5,100.0,9048.0,20810.4,1491.0,2010,4
2308T2250709S,5,2,0,25,7,7,2,585.0,16.0,108.9,27709.0,585.2,6049.0,1948,6
2370T4336060X,5,2,4,20,6,7,6,128.2,3.4,100.0,9242.0,14106.6,1055.6,-1,3
2478T0171493P,5,3,5,10,6,7,3,338.0,31.0,137.5,38055.0,98184.0,6270.0,1900,4
2373T1997547F,4,3,4,10,6,2,6,682.8,153.1,100.0,79079.1,97674.29999999999,11639.1,-1,7
2312T4069691S,5,2,5,25,7,7,2,267.9,7.5,650.7,227174.0,522500.2,36378.9,2006,4
2274T0930505D,3,2,4,10,6,4,6,144.0,28.9,100.0,84996.0,91847.0,24655.0,1947,3
2130T0464949K,0,4,4,6,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1978,1
2272T0308193Z,3,2,4,22,6,4,6,129.5,29.4,100.0,25081.1,25081.1,2789.6,1948,3
2191T0168127N,0,6,4,9,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1947,1
2378T1499031S,4,3,4,10,6,7,6,758.9,21.1,100.0,26280.0,60444.0,7623.0,-1,7
2383T3787738C,5,3,5,25,7,7,2,338.9,9.4,110.2,12989.6,29876.0,2673.9,1948,5
2278T0574676O,2,2,0,25,7,7,2,69.0,3.0,630.3,22575.5,69.2,5156.5,1980,2
2217T0211044J,3,2,4,26,6,7,6,238.7,6.6,100.0,20268.5,46617.6,5879.0,1989,4
2372T2171701K,4,3,4,22,6,7,6,150.1,4.2,100.0,3268.0,7516.4,0.8,-1,3
2179T0704412K,1,2,4,6,6,7,6,77.4,3.9,100.0,116969.0,244402.8,20300.0,1948,2
2238T0746752I,3,2,4,7,6,7,6,104.0,2.9,100.0,48964.3,112618.0,4896.3,2013,3
2284T3024985L,4,3,4,26,6,2,6,106.3,18.9,100.0,42294.7,58675.100000000006,6215.5,-1,2
2267T0207083Y,3,2,4,22,6,4,6,240.4,42.2,100.0,81276.7,95208.3,23629.0,1948,4
2139T0637943J,1,2,4,9,4,4,2,62.3,14.1,100.0,2810.8,2810.8,218.0,1947,2
2392T1974621E,4,2,5,26,6,7,6,312.2,8.7,1011.0,411666.0,946831.7999999999,65877.29999999999,1991,4
2283T3099136J,4,3,4,9,6,7,6,320.6,8.9,100.0,7329.0,16856.7,1200.4,-1,5
2383T0077980C,4,3,4,22,6,7,6,143.3,4.0,100.0,9896.0,22760.8,2871.0,-1,3
2262T2332966M,4,2,5,25,6,7,3,174.0,5.0,309.3,70128.0,161295.0,11382.0,1997,4
2313T1055906Y,4,2,4,9,6,7,6,359.5,10.0,692.0,118987.7,273671.6,34514.7,-1,6
2276T3137189R,4,0,4,20,7,7,2,130.0,3.6,100.0,21420.1,49266.1,2960.3,-1,3
2406T0421024E,5,3,5,25,6,4,6,278.7,63.3,77.6,21630.0,21630.0,1902.0,1940,5
2278T1243059P,3,2,5,26,6,7,6,617.8,17.2,294.0,157932.0,363243.6,25307.7,1970,6
2167T0061739T,0,6,0,7,6,7,6,726.9,20.2,100.0,14253.3,32782.7,2750.0,1947,7
2207T1410262T,3,2,4,9,6,7,6,691.7,19.2,100.0,98123.0,225682.9,11971.0,-1,7
2368T4465937C,5,2,4,11,6,7,6,219.4,6.1,100.0,183088.0,421102.4,53124.0,1992,3
2275T0885489U,3,2,4,7,6,7,6,245.2,6.8,100.0,2345.0,5393.5,234.0,2014,3
2392T4302477C,5,2,4,23,6,7,6,147.0,7.6,100.0,297491.6,483597.5,41570705.0,2013,3
2228T0567989L,3,2,4,9,6,7,6,106.7,3.0,100.0,2500.0,5750.0,450.0,1947,3
2392T0574593Y,4,3,4,9,6,7,6,1501.9,61.9,130.7,102090.2,215959.80000000002,13780.900000000001,-1,7
2414T0187269X,5,2,5,9,6,7,4,263.0,47.0,34.1,20073.0,20073.0,2433.0,1930,4
2131T0637541P,1,2,4,5,6,2,6,272.1,48.6,100.0,134521.0,186268.8,39021.0,1947,4
2394T0717848V,4,2,4,20,6,7,6,271.5,7.6,100.0,22071.0,50763.3,3647.0,-1,5
2217T1695670J,3,2,5,25,6,4,6,189.6,43.0,64.9,12301.8,12301.8,1033.7,1900,4
2275T0647081G,3,2,4,10,6,7,6,989.8,116.3,100.0,37517.9,54440.0,10884.0,1947,7
2292T0488900A,3,2,4,22,6,7,6,372.3,10.4,100.0,7390.0,16997.0,2144.0,1947,5
2329T3887008C,5,3,4,9,6,7,6,158.9,4.4,100.0,3419.0,7863.7,992.0,-1,3
2128T0708323W,1,2,5,25,6,7,6,103.4,7.8,6470.0,380545.1,668990.4,45727.7,1990,3
2360T4013118R,5,3,4,9,4,4,2,169.2,25.6,100.0,19000.0,24200.0,2828.0,-1,3
2201T2358226R,4,2,5,25,6,7,1,295.6,8.2,1267.0,488454.0,1123444.2,78154.9,2007,5
2213T0733846Z,3,2,4,10,6,7,6,383.1,10.7,100.0,8612.0,19807.6,1060.0,1947,6
2133T0597340M,1,2,4,26,6,7,6,513.0,14.3,100.0,14965.0,34419.5,2050.0,1975,7
2174T0630336D,1,2,4,9,6,7,6,328.2,9.1,100.0,71663.5,164826.1,20787.5,1989,5
2275T0782758P,3,2,4,9,6,7,6,304.6,8.5,100.0,19956.7,45900.3,3799.3,1979,5
2234T0526534G,3,2,5,25,7,7,2,155.5,4.3,278.0,18500.0,42550.0,3013.0000000000005,1949,3
2212T3053605L,4,2,0,25,7,7,2,270.0,7.0,13.2,1550.0,270.1,0.0,1945,4
2285T0975948J,3,2,4,9,6,7,6,121.3,3.4,100.0,39563.7,90996.4,11476.3,-1,3
2438T0450417X,5,2,4,9,6,7,6,294.6,8.2,100.0,35259.0,81095.7,14104.0,2016,5
2302T1233381M,5,2,3,25,6,7,6,153.8,11.1,2060.0,320611.0,737405.3,51318.399999999994,2010,2
2154T0872847S,1,2,0,25,1,1,2,309.0,11.0,7400.0,2070091.0,309.8,140454.3,1975,5
2319T2689940Q,5,2,4,26,6,7,6,326.1,9.1,100.0,14815.7,34076.0,1834.7,1978,5
2238T1081852U,3,2,4,11,6,7,6,355.5,44.5,3830.0,480252.5,1041164.8,97108.4,1968,5
2359T2186950K,4,0,4,26,7,7,4,43.5,1.2,100.0,31754.100000000002,73034.20000000001,4388.4,-1,1
2363T1384036G,4,3,4,20,6,7,6,260.2,28.0,100.0,15139.0,22894.8,2176.0,-1,4
2433T0148675G,5,2,3,25,6,7,6,94.8,10.1,5235.3,325904.0,496054.5,92138.6,1965,2
2318T1553020X,4,2,4,22,6,7,6,31.7,0.9,100.0,8933.0,20545.9,2591.0,2008,1
2383T1016212Y,4,2,4,9,6,7,6,170.3,4.7,100.0,29810.0,68563.0,6741.0,-1,3
2113T0143155B,0,6,4,25,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,2013,1
2336T2729942V,5,2,5,25,6,4,6,251.6,38.9,2163.0,779533.0,892568.0,57036.59999999999,2006,4
2373T0717875B,4,2,4,25,6,7,6,90.0,15.6,100.0,17586.2,24679.0,2691.4,2004,2
2206T1890678G,3,2,5,25,6,7,6,976.4,27.2,103.2,43828.0,100804.4,7063.7,1940,6
2375T1531553L,4,3,4,26,6,7,6,286.3,8.0,100.0,6614.7,15213.7,1628.7,-1,5
2120T0496453S,0,4,4,22,6,7,6,0.1,0.1,100.0,0.1,0.1,0.1,1989,1
2478T0486114K,5,0,0,25,7,7,2,118.0,3.0,1985.3,73544.6,85.2,11801.0,2024,3
2213T0999776B,3,2,4,9,6,7,6,1025.2,28.5,100.0,19613.0,45109.9,0.1,-1,7
